Country,Location,Household_Size,Head_Age,Head_Gender,Head_Education,Occupation,Monthly_Income_USD,Food_Cost_USD,Rent_Cost_USD,Transport_Cost_USD,Utilities_Cost_USD,Other_Costs_USD,Total_Expenditure_USD,Has_Mobile_Money,Savings_Rate,Monthly_Savings_USD,Has_Debt,Debt_Outstanding_USD,Remittance_Received_USD,Access_to_Healthcare,Access_to_School,Percent_Income_on_Essentials,Financial_Stress_Index
Senegal,Rural,5,45,Female,Secondary,Self_Employed,41.92,13.38,5.97,2.16,0,4.09,25.6,TRUE,0.096,4.02,TRUE,162.8,0,TRUE,TRUE,0.501,0.03
Rwanda,Urban,2,47,Female,Secondary,Trader,54.67,15.48,17.66,5.82,5.58,166.06,210.6,FALSE,0.013,0.71,TRUE,813.9,0,TRUE,FALSE,0.8,0.192
Nigeria,Rural,6,53,Female,Tertiary,Trader,147.09,60.63,3.38,3.13,10.58,23.05,100.77,TRUE,0.243,35.74,FALSE,0,0,TRUE,FALSE,0.525,0.01
Zambia,Rural,3,39,Female,No_School,Trader,148.58,59.39,6.16,7.82,5.06,122.11,200.54,FALSE,0.057,8.47,TRUE,54.23,0,FALSE,TRUE,0.524,0.036
Zambia,Urban,2,23,Male,Primary,Trader,267.59,96.45,51.49,30.53,27.6,48.05,254.12,TRUE,0.119,31.84,FALSE,0,0,TRUE,TRUE,0.767,0.02
Kenya,Urban,7,48,Male,Secondary,Trader,225.71,79.52,62.49,16.79,17.82,148.07,324.69,FALSE,0.109,24.6,FALSE,0,0,TRUE,TRUE,0.779,0.036
Ghana,Rural,4,42,Male,Secondary,Salaried,175.12,55.21,19.62,8.95,14.57,17.91,116.26,TRUE,0.161,28.19,FALSE,0,0,TRUE,TRUE,0.558,0.01
Tanzania,Rural,2,41,Male,Primary,Casual_Labour,40.93,12.22,2.83,1.32,2.03,1.69,20.09,TRUE,0.16,6.55,FALSE,0,0,TRUE,FALSE,0.439,0.005
Tanzania,Rural,7,25,Female,Secondary,Trader,10,5,0.84,0.02,0.76,1.09,7.71,TRUE,0.158,1.58,FALSE,0,0,TRUE,FALSE,0.602,0.012
Nigeria,Rural,5,38,Female,Primary,Trader,97.65,36.31,6.78,4.39,0.96,14.87,63.31,FALSE,0.073,7.13,FALSE,0,0,FALSE,FALSE,0.491,0.011
Cameroon,Rural,3,26,Male,Tertiary,Self_Employed,36.06,12.1,4.56,0.84,2.5,3.47,23.47,TRUE,0.11,3.97,FALSE,0,0,TRUE,TRUE,0.54,0.01
Cameroon,Urban,2,46,Female,Secondary,Farmer,208.63,51.25,72.01,20.84,10.32,16.39,170.81,FALSE,0.056,11.68,FALSE,0,0,TRUE,TRUE,0.737,0.017
Uganda,Urban,4,35,Male,Primary,Trader,162.02,51.94,31.35,10.67,14.36,105.44,213.76,TRUE,0.156,25.28,FALSE,0,116.3,TRUE,TRUE,0.664,0.032
Senegal,Urban,2,34,Female,Secondary,Salaried,348.68,116.85,70.38,32.56,16.95,57.13,293.87,TRUE,0.129,44.98,FALSE,0,0,TRUE,TRUE,0.677,0.017
Malawi,Urban,3,22,Female,Secondary,Salaried,323.56,124.79,100.1,22.39,14,26.68,287.96,FALSE,0.054,17.47,FALSE,0,0,TRUE,TRUE,0.805,0.019
Ghana,Rural,3,52,Male,Primary,Farmer,10,5,0,0.35,0.95,1.34,7.64,TRUE,0.051,0.51,FALSE,0,0,FALSE,TRUE,0.573,0.013
Rwanda,Rural,2,37,Female,Tertiary,Trader,11.53,5.45,1.07,0.81,1.08,1.68,10.09,FALSE,0.035,0.4,FALSE,0,0,TRUE,TRUE,0.671,0.017
Malawi,Rural,10,41,Female,No_School,Salaried,180.99,50.94,4.64,4.94,15.1,23.43,99.05,FALSE,0.042,7.6,TRUE,139.03,0,TRUE,TRUE,0.416,0.013
Malawi,Urban,7,31,Male,Primary,Salaried,366.48,142.46,89.23,20.38,26.87,136.9,415.84,TRUE,0.059,21.62,FALSE,0,0,TRUE,TRUE,0.759,0.027
Zambia,Rural,3,20,Female,Secondary,Salaried,475.52,187.56,47.01,12.18,38.31,41.03,326.09,FALSE,0.054,25.68,TRUE,314.12,0,FALSE,TRUE,0.598,0.016
Nigeria,Urban,2,34,Male,Secondary,Self_Employed,132.02,48.79,37.93,16.13,6.96,2.72,112.53,FALSE,0.064,8.45,FALSE,0,0,TRUE,TRUE,0.826,0.018
Tanzania,Urban,6,36,Male,Primary,Trader,87.4,28.77,28.7,3.74,2.97,7.08,71.26,FALSE,0.072,6.29,FALSE,0,29.22,FALSE,TRUE,0.726,0.017
Uganda,Rural,4,44,Female,Secondary,Farmer,81.45,24.61,7.36,5.84,5.68,1.09,44.58,FALSE,0.066,5.38,FALSE,0,0,TRUE,FALSE,0.527,0.008
Cameroon,Rural,4,36,Female,No_School,Farmer,66.44,23.06,3.83,3.3,0.55,10.07,40.81,FALSE,0.12,7.97,TRUE,404.1,0,FALSE,FALSE,0.456,0.042
Nigeria,Rural,5,31,Male,Secondary,Casual_Labour,68.05,15.3,7.96,5.04,6.8,2.44,37.54,TRUE,0.106,7.21,FALSE,0,0,TRUE,TRUE,0.508,0.008
Zambia,Urban,4,22,Female,Primary,Self_Employed,197.14,56.25,40.29,10.72,11.26,9.18,127.7,FALSE,0.062,12.22,FALSE,0,0,TRUE,TRUE,0.598,0.012
Rwanda,Urban,5,41,Female,Secondary,Self_Employed,200.39,56.46,52.08,10.72,11.05,17.1,147.41,TRUE,0.126,25.25,FALSE,0,0,TRUE,TRUE,0.647,0.013
Uganda,Urban,3,30,Female,Secondary,Casual_Labour,119.34,45.98,33.88,6.04,3.81,8.74,98.45,TRUE,0.137,16.35,FALSE,0,0,TRUE,TRUE,0.745,0.016
Zambia,Urban,6,56,Male,No_School,Self_Employed,10,5,1.88,0.86,0.99,32.42,41.15,TRUE,0.136,1.36,FALSE,0,99.43,FALSE,TRUE,0.794,0.11
Tanzania,Rural,5,42,Female,Primary,Self_Employed,10,5,0.5,0.29,0.81,1.59,8.19,FALSE,0.075,0.75,FALSE,0,152.13,FALSE,FALSE,0.6,0.015
Tanzania,Rural,2,47,Female,Primary,Self_Employed,118.95,30.74,9.1,5.35,8.04,10.47,63.7,TRUE,0.133,15.82,TRUE,867.69,0,TRUE,FALSE,0.444,0.046
Tanzania,Rural,2,37,Female,Tertiary,Trader,287.23,71.11,0,17.1,21.98,51.14,161.33,FALSE,0.042,12.06,FALSE,0,229.35,TRUE,TRUE,0.382,0.009
Nigeria,Urban,5,42,Male,Primary,Artisan,10,5,2.78,0.81,0.63,1.22,10.44,TRUE,0.023,0.23,FALSE,0,0,TRUE,TRUE,0.838,0.022
Nigeria,Rural,5,29,Male,Tertiary,Salaried,391.57,162.13,58.37,28.5,33.3,38.54,320.84,FALSE,0.006,2.35,FALSE,0,0,FALSE,TRUE,0.719,0.018
Cameroon,Urban,5,26,Male,No_School,Trader,167.14,66.1,67.9,13.8,8.29,45.99,202.08,TRUE,0.172,28.75,FALSE,0,0,TRUE,TRUE,0.928,0.028
Cameroon,Rural,8,40,Female,No_School,Trader,82.94,37.76,1.39,4.04,5.03,5.8,54.02,TRUE,0.113,9.37,FALSE,0,126.7,TRUE,TRUE,0.574,0.011
Rwanda,Urban,9,47,Female,Tertiary,Student,104.84,49.74,22.66,3.84,8.01,21.94,106.19,TRUE,0.063,6.6,FALSE,0,0,TRUE,TRUE,0.796,0.023
Uganda,Urban,7,18,Female,Secondary,Trader,140.12,39.3,33.32,11.44,2.5,17.32,103.88,TRUE,0.175,24.52,TRUE,955.03,0,FALSE,TRUE,0.613,0.049
Kenya,Urban,5,34,Female,Secondary,Farmer,59.59,19.21,13.74,3.37,1.28,5.25,42.85,FALSE,0.032,1.91,FALSE,0,271.7,TRUE,TRUE,0.621,0.014
Kenya,Rural,4,62,Female,Tertiary,Trader,134.08,54.25,24.35,8.05,15.44,13.93,116.02,FALSE,0.113,15.15,TRUE,661.21,0,FALSE,TRUE,0.756,0.044
Zambia,Urban,6,46,Female,Tertiary,Student,28.91,5,9.92,1.23,0.98,3.09,20.22,FALSE,0.13,3.76,FALSE,0,0,TRUE,TRUE,0.573,0.011
Tanzania,Urban,2,58,Female,No_School,Trader,175.79,58.44,77.37,12.18,18.61,17.13,183.73,TRUE,0.081,14.24,TRUE,596.29,0,TRUE,TRUE,0.942,0.042
Uganda,Rural,2,32,Male,Primary,Student,45.87,19.15,3.97,2.44,2.26,0,27.82,TRUE,0.099,4.54,FALSE,0,0,FALSE,FALSE,0.594,0.009
Malawi,Urban,6,35,Male,Primary,Student,56.07,18.26,11.96,6.61,1.52,7.99,46.34,FALSE,0.09,5.05,FALSE,0,345.58,TRUE,TRUE,0.672,0.016
Nigeria,Urban,7,52,Male,Secondary,Casual_Labour,170.84,68.54,41.48,11.65,16.38,32.31,170.36,TRUE,0.176,30.07,FALSE,0,0,TRUE,TRUE,0.803,0.021
Senegal,Urban,5,47,Male,Primary,Salaried,243.39,51.11,34.04,20.82,19.05,27.83,152.85,TRUE,0.161,39.19,FALSE,0,0,TRUE,TRUE,0.512,0.009
Ghana,Urban,1,39,Male,Secondary,Self_Employed,156.06,57.72,45.61,15.37,12.74,19.12,150.56,TRUE,0.137,21.38,FALSE,0,0,TRUE,TRUE,0.837,0.02
Rwanda,Rural,6,25,Female,Tertiary,Trader,115.93,36.84,5.27,7.94,2.83,146.89,199.77,TRUE,0.24,27.82,FALSE,0,0,FALSE,TRUE,0.452,0.043
Tanzania,Rural,4,54,Male,Secondary,Farmer,59.4,19.85,2.36,1.67,4.36,4.8,33.04,FALSE,0.015,0.89,FALSE,0,0,FALSE,FALSE,0.468,0.009
Tanzania,Urban,3,70,Male,No_School,Salaried,181.62,51.52,18.48,24.38,0,21.61,115.99,FALSE,0.135,24.52,FALSE,0,0,TRUE,FALSE,0.517,0.01
Tanzania,Rural,1,21,Other,Primary,Farmer,48.77,22.53,1.05,1.04,3.51,5.31,33.44,TRUE,0.135,6.58,FALSE,0,217.26,TRUE,FALSE,0.565,0.011
Nigeria,Urban,7,57,Female,No_School,Salaried,250.95,89.04,55.36,33.11,8.33,22.9,208.74,FALSE,0.11,27.6,FALSE,0,0,TRUE,TRUE,0.738,0.017
Nigeria,Urban,2,34,Female,Primary,Farmer,154.3,55.58,46.74,15.54,15.88,23.55,157.29,FALSE,0.077,11.88,FALSE,0,0,TRUE,TRUE,0.861,0.023
Ghana,Urban,7,36,Male,Primary,Farmer,34.13,16.87,3.68,2.98,3.01,3.72,30.26,FALSE,0.047,1.6,FALSE,0,0,TRUE,TRUE,0.755,0.019
Malawi,Urban,8,43,Female,No_School,Casual_Labour,118.55,33.82,38.13,10.63,7.77,15.22,105.57,TRUE,0.086,10.2,FALSE,0,0,TRUE,TRUE,0.756,0.019
Uganda,Urban,6,26,Female,Secondary,Salaried,433.25,155.88,97.8,46.85,40.03,31.91,372.47,TRUE,0.219,94.88,FALSE,0,0,TRUE,TRUE,0.784,0.016
Tanzania,Rural,3,40,Female,Tertiary,Salaried,251.47,76.02,26.03,7.7,33.16,57,199.91,FALSE,0.012,3.02,FALSE,0,0,TRUE,TRUE,0.566,0.017
Kenya,Rural,2,21,Male,Tertiary,Trader,95.07,28.42,14.54,3.96,5.56,4.59,57.07,FALSE,0.043,4.09,TRUE,404.98,0,FALSE,TRUE,0.546,0.033
Cameroon,Urban,5,46,Female,Primary,Trader,93.84,34.87,13.72,6.82,6.6,9.38,71.39,TRUE,0.187,17.55,FALSE,0,0,TRUE,TRUE,0.654,0.013
Kenya,Rural,6,67,Other,Secondary,Trader,187.32,61.87,16.3,6.01,4.24,22.2,110.62,FALSE,0.04,7.49,FALSE,0,0,TRUE,TRUE,0.47,0.01
Zambia,Rural,1,32,Male,Secondary,Trader,86.83,42.41,3.7,3.1,2.95,6.87,59.03,FALSE,0.127,11.03,FALSE,0,0,TRUE,FALSE,0.594,0.011
Kenya,Rural,4,38,Male,Secondary,Salaried,180.92,85.89,2.92,6.03,5.89,18.48,119.21,TRUE,0.192,34.74,FALSE,0,0,TRUE,FALSE,0.554,0.01
Zambia,Rural,5,39,Male,Secondary,Farmer,46.57,15.77,0.45,2.46,2.87,6.25,27.8,FALSE,0.026,1.21,TRUE,365.08,0,FALSE,TRUE,0.453,0.051
Senegal,Urban,5,52,Female,Tertiary,Trader,252.48,61.13,51.45,9.68,18,34.07,174.33,TRUE,0.035,8.84,TRUE,634.16,291.26,TRUE,TRUE,0.553,0.027
Cameroon,Rural,4,45,Male,Primary,Salaried,304.88,100.49,17.59,7.67,12.1,30.15,168,FALSE,0.048,14.63,FALSE,0,0,FALSE,FALSE,0.451,0.009
Kenya,Rural,4,51,Female,Secondary,Trader,187.95,79.56,15.63,11.55,12.88,14.98,134.6,FALSE,0.006,1.13,TRUE,505.65,0,TRUE,TRUE,0.633,0.029
Senegal,Rural,2,34,Male,Secondary,Student,81.79,23.55,3.43,7.52,7.36,9.91,51.77,TRUE,0.129,10.55,FALSE,0,0,TRUE,FALSE,0.506,0.01
Rwanda,Urban,1,45,Male,Primary,Student,53.56,24.76,16.34,2.12,3.5,191.51,238.23,TRUE,0.225,12.05,FALSE,0,0,TRUE,TRUE,0.856,0.129
Uganda,Urban,3,18,Female,Primary,Trader,232.51,90.84,45.19,20.85,21.57,30,208.45,TRUE,0.083,19.3,FALSE,0,0,TRUE,TRUE,0.764,0.019
Senegal,Urban,6,48,Female,Primary,Salaried,317.07,84.99,52.45,39.33,2.34,58.6,237.71,TRUE,0.065,20.61,TRUE,717.89,229.45,TRUE,TRUE,0.563,0.027
Uganda,Urban,2,25,Other,Tertiary,Artisan,65.63,19.94,13.59,10.71,0.83,7.28,52.35,TRUE,0.082,5.38,FALSE,0,0,TRUE,TRUE,0.676,0.016
Kenya,Urban,2,36,Male,Tertiary,Student,39.89,12.51,17.84,3.06,3.15,4.63,41.19,TRUE,0.069,2.75,FALSE,0,0,TRUE,TRUE,0.894,0.023
Malawi,Rural,1,49,Male,Secondary,Trader,19.25,5.65,1.29,0.63,1.3,0,8.87,FALSE,0.077,1.48,TRUE,218.98,0,TRUE,TRUE,0.438,0.063
Senegal,Urban,3,22,Male,Secondary,Trader,125.41,33.84,35.36,5.65,7.83,11.5,94.18,TRUE,0.053,6.65,FALSE,0,67.17,TRUE,TRUE,0.654,0.015
Cameroon,Rural,5,53,Female,Primary,Farmer,10.73,5,0.38,0.3,0.68,60.5,66.86,FALSE,0.038,0.41,FALSE,0,259.43,TRUE,TRUE,0.542,0.175
Kenya,Urban,6,39,Female,Secondary,Self_Employed,85.28,27.58,33.15,12.41,2.22,9.71,85.07,TRUE,0.046,3.92,TRUE,142.79,0,FALSE,TRUE,0.873,0.032
Tanzania,Rural,5,57,Female,No_School,Trader,116.83,51.51,7.95,7.16,1.03,11.2,78.85,FALSE,0.05,5.84,FALSE,0,0,FALSE,TRUE,0.574,0.012
Nigeria,Urban,4,29,Other,Primary,Salaried,175.09,66.66,29.2,20.39,15.4,17.97,149.62,FALSE,0.042,7.35,FALSE,0,0,TRUE,TRUE,0.748,0.018
Senegal,Urban,10,18,Female,Tertiary,Self_Employed,61.86,23.81,16.25,6.15,5.75,11.6,63.56,TRUE,0.138,8.54,TRUE,425.13,0,TRUE,TRUE,0.827,0.058
Cameroon,Rural,1,40,Male,Secondary,Student,35.21,13.19,0,2.5,1.39,2.41,19.49,TRUE,0.174,6.13,FALSE,0,0,FALSE,TRUE,0.472,0.006
Rwanda,Rural,5,47,Male,Secondary,Trader,173.71,51.12,9.2,4.71,0,26.33,91.36,TRUE,0.128,22.23,FALSE,0,0,TRUE,FALSE,0.372,0.007
Tanzania,Rural,7,48,Male,No_School,Trader,117.67,50.63,13.52,7.59,6.58,21.35,99.67,FALSE,0.031,3.65,FALSE,0,0,TRUE,TRUE,0.66,0.018
Rwanda,Urban,2,26,Female,Primary,Student,52.07,16.64,7.92,5.32,2.07,7,38.95,FALSE,0.019,0.99,FALSE,0,0,TRUE,TRUE,0.602,0.015
Kenya,Urban,4,21,Male,Secondary,Trader,63,20.57,17.56,3.73,5.35,3.52,50.73,TRUE,0.103,6.49,FALSE,0,394.18,TRUE,FALSE,0.738,0.016
Nigeria,Rural,3,36,Female,No_School,Student,32.81,12.35,3.19,0.34,1.03,4.31,21.22,TRUE,0.121,3.97,FALSE,0,0,FALSE,TRUE,0.5,0.01
Senegal,Urban,7,46,Male,Primary,Farmer,88.09,46.25,32,7.75,7.17,11.2,104.37,TRUE,0.066,5.81,TRUE,471.9,0,TRUE,TRUE,1.046,0.057
Senegal,Rural,5,46,Male,Primary,Casual_Labour,59.16,18.36,7.99,1.09,3.74,34.39,65.57,FALSE,0.099,5.86,FALSE,0,0,FALSE,TRUE,0.518,0.025
Malawi,Urban,3,59,Male,Primary,Salaried,342.17,80.73,31.07,26.6,33.92,31.57,203.89,TRUE,0.116,39.69,FALSE,0,0,TRUE,TRUE,0.502,0.009
Malawi,Urban,2,36,Female,Primary,Farmer,119.39,44.2,19.09,7.26,9.16,0,79.71,TRUE,0.168,20.06,TRUE,168.28,0,FALSE,TRUE,0.662,0.018
Kenya,Urban,4,18,Male,Primary,Salaried,324.2,128.99,46.2,27.27,15.64,16.76,234.86,TRUE,0.182,59,FALSE,0,0,TRUE,TRUE,0.671,0.012
Kenya,Urban,6,54,Female,Secondary,Casual_Labour,77.35,24.72,18.96,7.17,5.51,7.02,63.38,TRUE,0.147,11.37,FALSE,0,0,TRUE,TRUE,0.719,0.015
Nigeria,Rural,2,42,Female,No_School,Trader,71.18,21.95,6.91,4.76,4.29,7.17,45.08,TRUE,0.114,8.11,TRUE,45.51,0,FALSE,TRUE,0.525,0.013
Malawi,Rural,4,43,Female,Primary,Farmer,78.21,20.41,5.4,4.88,1.12,10.98,42.79,FALSE,0.009,0.7,FALSE,0,0,TRUE,TRUE,0.402,0.009
Cameroon,Urban,7,49,Female,Secondary,Salaried,149.95,56.02,34.54,14.64,11.75,14.28,131.23,TRUE,0.086,12.9,TRUE,347.42,379.66,TRUE,TRUE,0.775,0.031
Cameroon,Rural,2,55,Female,Primary,Student,74.43,36.18,6.74,1.81,4.36,5.44,54.53,FALSE,0.034,2.53,FALSE,0,0,TRUE,TRUE,0.651,0.014
Nigeria,Urban,5,40,Female,Primary,Farmer,75.59,35.52,20.62,3.88,0,112.02,172.04,FALSE,0.082,6.2,FALSE,0,0,FALSE,TRUE,0.784,0.063
Cameroon,Urban,8,54,Male,Primary,Farmer,202.88,75.28,101.85,10.26,3.4,18.7,209.49,FALSE,0.106,21.51,FALSE,0,0,FALSE,FALSE,0.936,0.023
Zambia,Urban,1,47,Female,Primary,Farmer,172.09,55.22,22.17,12.24,7.42,18.73,115.78,FALSE,0.122,20.99,TRUE,945.37,0,TRUE,TRUE,0.561,0.041
Uganda,Rural,4,32,Male,Primary,Trader,146.45,55.17,14.84,6.23,12.64,16.53,105.41,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.603,0.015
Nigeria,Rural,6,37,Male,Secondary,Farmer,33.28,10.89,2.73,2.08,1.36,4.46,21.52,TRUE,0.137,4.56,TRUE,468.05,0,FALSE,FALSE,0.498,0.083
Nigeria,Rural,4,47,Female,Primary,Trader,96.17,29.35,6.97,6.62,7.93,11,61.87,TRUE,0.107,10.29,FALSE,0,0,FALSE,FALSE,0.524,0.011
Ghana,Rural,4,31,Male,Primary,Self_Employed,10,5,0.59,0.61,0.84,0.25,7.29,TRUE,0.188,1.88,FALSE,0,0,FALSE,FALSE,0.64,0.01
Tanzania,Rural,2,51,Male,No_School,Self_Employed,10,5,0.83,0.73,0.55,0.33,7.44,FALSE,0.043,0.43,TRUE,552.38,0,FALSE,FALSE,0.646,0.283
Tanzania,Rural,4,42,Male,Primary,Salaried,326.3,109.88,44.75,0,27.06,26.23,207.92,FALSE,0.042,13.7,FALSE,0,399.08,FALSE,TRUE,0.555,0.012
Zambia,Rural,5,45,Female,Primary,Trader,71.94,24.17,0,6.5,4.21,5.92,40.8,FALSE,0.046,3.31,FALSE,0,0,FALSE,TRUE,0.478,0.009
Malawi,Rural,3,57,Male,Primary,Self_Employed,177.11,58.71,13.09,11.75,6.67,30.38,120.6,FALSE,0.12,21.25,TRUE,435.32,77.02,FALSE,FALSE,0.507,0.025
Kenya,Urban,6,44,Male,Tertiary,Salaried,432.43,175.34,98.73,13.92,23.09,24.41,335.49,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.718,0.017
Kenya,Urban,2,41,Female,No_School,Casual_Labour,43.37,17.77,10.35,3.63,1.59,5.51,38.85,TRUE,0.102,4.42,FALSE,0,0,FALSE,TRUE,0.751,0.018
Rwanda,Urban,4,39,Male,Tertiary,Salaried,488.3,134.11,116.23,45.06,41.22,88.13,424.75,TRUE,0.156,76.17,FALSE,0,378.23,TRUE,TRUE,0.688,0.017
Zambia,Urban,6,38,Female,Tertiary,Farmer,61.65,20.82,11.43,3.88,4.58,8.29,49,TRUE,0.275,16.95,TRUE,309.03,0,TRUE,TRUE,0.65,0.039
Nigeria,Rural,3,44,Female,Secondary,Salaried,252.42,107.89,14.3,18.73,26.86,63.39,231.17,FALSE,0.117,29.53,TRUE,579.94,0,TRUE,FALSE,0.662,0.032
Zambia,Urban,5,56,Male,Secondary,Farmer,149.72,48.89,37.37,17.36,8.71,25.96,138.29,TRUE,0.124,18.57,FALSE,0,0,TRUE,TRUE,0.745,0.019
Zambia,Rural,5,33,Female,Tertiary,Artisan,133.43,59.71,10.65,4.95,9.59,16.26,101.16,FALSE,0.079,10.54,FALSE,0,0,TRUE,FALSE,0.632,0.015
Zambia,Urban,1,32,Other,Primary,Self_Employed,34.03,13.55,4.48,1.78,2.36,4.8,26.97,FALSE,0.052,1.77,FALSE,0,99.74,TRUE,TRUE,0.633,0.016
Tanzania,Urban,5,55,Female,Primary,Self_Employed,79.72,37.7,20.09,7.06,6.08,8.33,79.26,FALSE,0.03,2.39,FALSE,0,0,TRUE,TRUE,0.879,0.023
Zambia,Urban,6,33,Male,No_School,Self_Employed,73.67,24.18,19.39,3.27,5.41,59.7,111.95,FALSE,0.039,2.87,TRUE,790.51,0,TRUE,TRUE,0.7,0.096
Uganda,Rural,2,43,Female,Secondary,Farmer,77.83,31.06,9.32,4.74,2.92,9.27,57.31,TRUE,0.051,3.97,FALSE,0,0,TRUE,TRUE,0.609,0.014
Kenya,Urban,3,33,Male,Primary,Salaried,368.46,147.86,98.93,34.83,23.67,23.82,329.11,TRUE,0.131,48.27,TRUE,299.49,0,TRUE,TRUE,0.826,0.023
Rwanda,Urban,1,20,Male,Tertiary,Self_Employed,131.4,55.9,19.05,2.91,8.04,7.71,93.61,TRUE,0.061,8.02,FALSE,0,0,TRUE,TRUE,0.649,0.014
Uganda,Rural,2,42,Female,Primary,Trader,108.33,40.6,7.26,7.54,13.7,18.6,87.7,TRUE,0.08,8.67,FALSE,0,0,FALSE,TRUE,0.632,0.016
Rwanda,Rural,5,53,Male,Tertiary,Self_Employed,96.09,41.12,4.07,4.55,0.82,2.22,52.78,FALSE,0.072,6.92,FALSE,0,0,TRUE,TRUE,0.521,0.008
Ghana,Urban,3,39,Female,Primary,Student,10,5,2.94,0.44,0.84,1.74,10.96,FALSE,0.006,0.06,FALSE,0,15.68,TRUE,TRUE,0.838,0.024
Rwanda,Urban,3,22,Male,Secondary,Trader,83.46,28.88,19.75,5.95,8.87,103.49,166.94,FALSE,0.011,0.92,FALSE,0,0,TRUE,TRUE,0.751,0.055
Kenya,Urban,5,41,Female,Secondary,Farmer,208.44,51.24,43.11,29.57,6.83,30.5,161.25,TRUE,0.174,36.27,FALSE,0,0,TRUE,TRUE,0.624,0.014
Kenya,Rural,5,31,Male,Primary,Casual_Labour,61.03,20.21,6.39,4.42,7.64,6.3,44.96,TRUE,0.123,7.51,FALSE,0,0,TRUE,TRUE,0.623,0.013
Zambia,Urban,8,18,Male,Tertiary,Farmer,119.46,34.69,18.22,6.59,7.85,5.75,73.1,TRUE,0.2,23.89,FALSE,0,71.08,TRUE,TRUE,0.559,0.008
Senegal,Urban,3,39,Male,Primary,Trader,248.73,92.82,34.84,17.43,13.53,17.87,176.49,TRUE,0.112,27.86,FALSE,0,0,TRUE,TRUE,0.635,0.013
Ghana,Urban,4,46,Male,Primary,Trader,55.35,23.19,8.34,1.21,3.52,136.35,172.61,TRUE,0.173,9.58,TRUE,627.41,0,TRUE,TRUE,0.643,0.148
Nigeria,Urban,5,54,Male,Tertiary,Self_Employed,126.8,49.39,35.21,6.03,8.42,10.22,109.27,FALSE,0.007,0.89,FALSE,0,0,TRUE,TRUE,0.775,0.019
Cameroon,Rural,5,61,Male,Primary,Artisan,85.55,34.61,8.38,5.32,5.82,8.55,62.68,FALSE,0.002,0.17,FALSE,0,0,TRUE,TRUE,0.625,0.015
Rwanda,Urban,6,48,Female,Primary,Trader,121.48,43.33,29.29,13.06,3.08,4.33,93.09,TRUE,0.177,21.5,FALSE,0,61.71,TRUE,TRUE,0.725,0.013
Senegal,Urban,2,51,Female,Primary,Casual_Labour,19.21,6.53,6.93,1.8,1.43,0.98,17.67,TRUE,0.139,2.67,FALSE,0,0,TRUE,TRUE,0.826,0.018
Zambia,Urban,1,25,Male,Secondary,Trader,130.49,34.96,20.33,11.97,1.16,9.43,77.85,FALSE,0.042,5.48,FALSE,0,0,TRUE,FALSE,0.52,0.01
Tanzania,Urban,3,59,Female,Secondary,Self_Employed,74.87,16.12,8.53,9.17,3.59,11.65,49.06,FALSE,0.047,3.52,FALSE,0,0,TRUE,TRUE,0.493,0.012
Nigeria,Urban,4,55,Other,Secondary,Farmer,155.25,37.95,49.12,13.91,7.79,17.28,126.05,TRUE,0.049,7.61,FALSE,0,0,TRUE,TRUE,0.696,0.017
Malawi,Rural,4,36,Female,Secondary,Salaried,301.39,91.5,34.24,18.89,18.76,18.84,182.23,FALSE,0.102,30.74,TRUE,125.25,0,TRUE,FALSE,0.54,0.012
Senegal,Rural,4,48,Female,No_School,Casual_Labour,65.09,26.94,0.75,3.65,3.79,47.55,82.68,TRUE,0.172,11.2,FALSE,0,0,TRUE,TRUE,0.532,0.029
Tanzania,Rural,4,47,Male,Primary,Trader,84.09,22.2,2.36,3.09,5.77,14.29,47.71,FALSE,0.014,1.18,FALSE,0,0,TRUE,TRUE,0.393,0.01
Ghana,Rural,5,58,Male,Secondary,Farmer,36.26,10.61,4.05,0.79,0.74,123.51,139.7,TRUE,0.062,2.25,TRUE,705.68,0,FALSE,TRUE,0.435,0.214
Zambia,Rural,6,38,Male,Secondary,Salaried,339,107.49,11.5,12.98,20.76,16.95,169.68,TRUE,0.155,52.54,TRUE,154.12,0,TRUE,TRUE,0.449,0.008
Nigeria,Urban,5,31,Female,No_School,Trader,221.55,97.52,65.35,10.7,7.43,23.87,204.87,TRUE,0.06,13.29,FALSE,0,0,TRUE,TRUE,0.813,0.02
Nigeria,Rural,7,34,Male,Primary,Trader,104.4,36.26,9.23,7.26,7.27,166.63,226.65,TRUE,0.046,4.8,FALSE,0,0,TRUE,FALSE,0.569,0.06
Nigeria,Rural,3,51,Female,Tertiary,Casual_Labour,137.28,49.35,16.23,6.56,15.51,18.98,106.63,TRUE,0.188,25.81,TRUE,889.48,0,TRUE,FALSE,0.634,0.048
Ghana,Rural,6,18,Male,Tertiary,Salaried,173.62,65.76,11.76,9.6,11.03,7.41,105.56,FALSE,0.042,7.29,FALSE,0,0,FALSE,TRUE,0.562,0.011
Rwanda,Urban,1,18,Male,Secondary,Trader,229.06,102.54,12.28,20.68,24.58,17.64,177.72,TRUE,0.09,20.62,FALSE,0,0,FALSE,TRUE,0.696,0.015
Malawi,Urban,1,51,Male,No_School,Artisan,47.99,17.08,12.9,6.34,3.26,7.26,46.84,FALSE,0.086,4.13,FALSE,0,0,FALSE,TRUE,0.808,0.021
